MilliTime,Phase,AccX,AccY,AccZ,GyroX,GyroY,GyroZ,MagX,MagY,MagZ,LAT,LNG,ALT,Distance,Object_Distance,Azimuth,Angle,Direction,Fall
1740909201467,0,-7.5264,5.2626,-3.0086,-0.912,-0.5738,0.7828,-543.0,-543.0,-176.0,0.0,0.0,0.0,16248003.883609986,0.0,-187.76516601842536,74.80324167267779,360,9.66402243788786
1740909201515,0,-7.5264,5.2626,-3.0282,-0.361,-0.5092,0.3496,-543.0,-543.0,-176.0,0.0,0.0,0.0,16248003.883609986,0.0,-187.76516601842536,74.80324167267779,360,9.670142240939375
1740909201579,0,-7.5264,5.2626,-3.0282,-1.0032,-0.4598,1.5238,-542.0,-542.0,-176.0,0.0,0.0,0.0,16248003.883609986,0.0,-186.16147810367062,74.80324167267779,360,9.670142240939375
1740909201645,0,-7.5264,5.2626,-3.0086,-0.1786,-0.4256,0.5016,-542.0,-542.0,-176.0,0.0,0.0,0.0,16248003.883609986,0.0,-186.16147810367062,74.80324167267779,360,9.66402243788786
1740909201826,2,-7.5362,5.2626,-3.0086,-0.2508,-0.6764,0.3762,-543.0,-543.0,-177.0,0.0,0.0,0.0,16248003.883609986,0.0,-185.7743259026633,74.80324167267779,360,9.671656691591156
1740909201934,2,-7.35,5.0764,-2.9497999999999998,0.418,0.8094,0.3952,-540.0,-540.0,-176.0,0.0,0.0,0.0,16248003.883609986,0.0,-185.83949231151746,74.80324167267779,-400.0,9.545567241395348
1740909202053,2,-5.341,1.2054,-8.359399999999999,84.8274,124.5108,-124.1194,-517.0,-517.0,-100.0,0.0,0.0,0.0,16248003.883609986,0.0,-194.57421619803876,74.80324167267779,-400.0,5.207499061929824
1740909202150,2,-4.1258,-2.7734,-9.1336,124.5108,124.5108,-124.5146,-498.0,-498.0,-96.0,0.0,0.0,0.0,16248003.883609986,0.0,-212.00538320808352,74.80324167267779,-400.0,10.398876004645887
1740909202254,2,1.6463999999999999,-8.183,-9.6824,124.5108,124.5146,-124.5146,-486.0,-486.0,-18.0,0.0,0.0,0.0,16248003.883609986,0.0,-255.41705767051593,74.80324167267779,-400.0,12.783622010995161
1740909202347,2,5.0764,-9.9764,-7.8008,124.5108,124.5108,-124.5146,-486.0,-486.0,-18.0,0.0,0.0,0.0,16248003.883609986,0.0,-264.50183727501906,74.80324167267779,-400.0,13.64371190548965
1740909202445,2,-0.5978,-2.989,-2.0286,34.6332,-109.7136,31.312,-379.0,-379.0,-56.0,0.0,0.0,0.0,16248003.883609986,0.0,-256.4295656148385,74.80324167267779,-400.0,11.023963329039152
1740909202532,2,1.9012,-4.9294,-0.10779999999999999,78.2192,-117.895,-12.046,-266.0,-266.0,-42.0,0.0,0.0,0.0,16248003.883609986,0.0,-259.04593735660166,74.80324167267779,-400.0,5.284426803353416
1740909202645,2,0.3332,-0.7056,0.3626,109.2766,-49.6926,-35.3932,-260.0,-260.0,-67.0,0.0,0.0,0.0,16248003.883609986,0.0,-255.3882018515448,74.80324167267779,-400.0,0.8604489293386332
1740909202783,2,1.029,-2.6656,1.3818,72.3444,39.957,-33.0676,-263.0,-263.0,-75.0,0.0,0.0,0.0,16248003.883609986,0.0,-253.0446869479748,74.80324167267779,-400.0,3.1738991162291215
1740909202976,2,-2.009,3.0478,2.9694,123.5684,97.337,12.9428,-487.0,-487.0,-277.0,0.0,0.0,0.0,16248003.883609986,0.0,-253.0446869479748,74.80324167267779,-400.0,4.705582025637211
1740909203063,2,-6.7326,6.6248,4.0964,9.5266,82.175,34.3786,-485.0,-485.0,-279.0,0.0,0.0,0.0,16248003.883609986,0.0,-199.11480210842183,74.80324167267779,-400.0,10.29545388800319
1740909203156,2,-2.4499999999999997,1.8032,3.2241999999999997,-44.9768,-44.5398,73.8568,-485.0,-485.0,-279.0,0.0,0.0,0.0,16248003.883609986,0.0,-198.2499254202861,74.80324167267779,-400.0,4.432775189427048
1740909203250,2,-2.1462,2.5774,5.6644,-118.6284,-71.535,102.125,-560.0,-560.0,-258.0,0.0,0.0,0.0,16248003.883609986,0.0,-209.33666177878428,74.80324167267779,-400.0,5.115797122638856
1740909203422,2,1.1074,-0.32339999999999997,5.6154,-42.3738,-1.71,70.7484,-500.0,-500.0,-244.0,0.0,0.0,0.0,16248003.883609986,0.0,-209.33666177878428,74.80324167267779,-400.0,5.732681700565626
1740909203516,2,-0.1568,2.1854,6.4092,12.3614,67.4728,60.3858,-519.0,-519.0,-258.0,0.0,0.0,0.0,16248003.883609986,0.0,-195.798634491587,74.80324167267779,-400.0,6.773359878228825
1740909203738,2,-0.1568,2.1854,6.4092,-23.332,-5.8444,16.6782,-519.0,-519.0,-258.0,0.0,0.0,0.0,16248003.883609986,0.0,-195.798634491587,74.80324167267779,-400.0,6.773359878228825
1740909203909,2,-0.43119999999999997,0.0,0.0,0.0,-12.6084,10.469,-505.0,-505.0,-232.0,0.0,0.0,0.0,16248003.883609986,0.0,-193.8035715306233,74.80324167267779,-400.0,0.43119999999999997
1740909204059,2,-0.7545999999999999,1.6562,4.3218,0.0,-12.6084,10.469,-560.0,-560.0,-246.0,0.0,0.0,0.0,16248003.883609986,0.0,-193.7069610040798,74.80324167267779,-400.0,4.689389602069761
1740909204230,2,1.6366,1.4993999999999998,7.0756,0.0,-12.6084,10.469,-560.0,-560.0,-246.0,0.0,0.0,0.0,16248003.883609986,0.0,-193.7069610040798,74.80324167267779,-400.0,7.415576530520064
1740909204438,2,1.6366,1.4993999999999998,7.0756,0.0,-12.6084,10.469,-560.0,-560.0,-246.0,0.0,0.0,0.0,16248003.883609986,0.0,-193.7069610040798,74.80324167267779,-400.0,7.415576530520064
1740909204655,2,1.6366,1.4993999999999998,7.0756,0.0,-12.6084,10.469,-492.0,-492.0,-222.0,0.0,0.0,0.0,16248003.883609986,0.0,-185.6375428844599,74.80324167267779,-400.0,7.415576530520064
1740909204771,2,-0.8036,-1.9502,4.0767999999999995,-54.2146,-9.7584,20.273,-531.0,-531.0,-233.0,0.0,0.0,0.0,16248003.883609986,0.0,-176.5614692116708,74.80324167267779,-400.0,4.590136298629922
1740909204864,2,0.1372,-1.5974,9.7216,-34.1848,34.5002,11.4874,-505.0,-505.0,-213.0,0.0,0.0,0.0,16248003.883609986,0.0,-191.92932217723833,74.80324167267779,-400.0,9.85291922021083
1740909204994,2,2.4304,-1.6954,11.6228,14.9492,-101.3384,-72.3216,-575.0,-575.0,-167.0,0.0,0.0,0.0,16248003.883609986,0.0,-219.56853316767248,74.80324167267779,-400.0,9.561957979409865
1740909205064,2,3.8122,-0.6076,10.682,-31.1828,-104.614,12.1752,-575.0,-575.0,-167.0,0.0,0.0,0.0,16248003.883609986,0.0,-205.31667245355897,74.80324167267779,-400.0,11.358132355277428
1740909205172,2,4.8902,-0.2646,11.0544,-24.7684,-76.285,47.2606,-600.0,-600.0,-167.0,0.0,0.0,0.0,16248003.883609986,0.0,-209.89245541880456,74.80324167267779,-400.0,12.090650460583168
1740909205274,2,3.4299999999999997,-0.4018,8.359399999999999,4.1344,6.0496,63.8096,-556.0,-556.0,-173.0,0.0,0.0,0.0,16248003.883609986,0.0,-208.5175602264776,74.80324167267779,-400.0,9.392582992979086
1740909205377,2,2.4108,-0.4214,7.6734,29.9212,19.2128,33.4818,-608.0,-608.0,-157.0,0.0,0.0,0.0,16248003.883609986,0.0,-216.92824363332664,74.80324167267779,-400.0,8.054228837076831
1740909205474,2,1.9893999999999998,-0.9898,8.918,21.1356,0.1596,-24.605,-548.0,-548.0,-141.0,0.0,0.0,0.0,16248003.883609986,0.0,-213.69006752597977,74.80324167267779,-400.0,9.190655058264346
