MilliTime,Phase,AccX,AccY,AccZ,GyroX,GyroY,GyroZ,MagX,MagY,MagZ,LAT,LNG,ALT,Distance,Object_Distance,Azimuth,Angle,Direction,Fall
1741376367012,0,2.695,-8.0654,5.7428,-0.3838,4.0546,-1.52,4.0,4.0,-145.0,0.0,0.0,0.0,16248003.883609986,-204.14554196042167,74.80324167267779,360,10.261259864168727
1741376367107,0,2.4304,-7.9967999999999995,5.6056,-3.2528,-0.171,0.551,4.0,4.0,-145.0,0.0,0.0,0.0,16248003.883609986,-204.14554196042167,74.80324167267779,360,10.063717293326556
1741376367138,0,2.352,-8.1634,5.635,-0.361,-2.7968,-0.247,6.0,6.0,-146.0,0.0,0.0,0.0,16248003.883609986,-203.3405285705581,74.80324167267779,360,10.194421443122703
1741376367181,0,2.352,-8.1634,5.635,-2.432,-0.5662,0.6118,3.0,3.0,-145.0,0.0,0.0,0.0,16248003.883609986,-204.14554196042167,74.80324167267779,360,10.194421443122703
1741376367241,0,2.597,-7.938,5.6937999999999995,1.387,-0.3648,0.6118,3.0,3.0,-145.0,0.0,0.0,0.0,16248003.883609986,-204.14554196042167,74.80324167267779,360,10.108195261271915
1741376367277,0,2.5382,-7.888999999999999,5.7036,-4.8944,-0.4902,0.8968,3.0,3.0,-146.0,0.0,0.0,0.0,16248003.883609986,-204.65058472262467,74.80324167267779,360,10.060309796422771
1741376367377,0,2.499,-8.2614,5.5664,-1.6644,0.5662,-0.0532,3.0,3.0,-146.0,0.0,0.0,0.0,16248003.883609986,-204.65058472262467,74.80324167267779,360,10.270371946526572
1741376367435,0,2.4892,-7.957599999999999,5.654599999999999,2.1204,0.456,0.1064,5.0,5.0,-146.0,0.0,0.0,0.0,16248003.883609986,-204.97391090588343,74.80324167267779,360,10.074423832656635
1741376367519,0,2.4794,-8.036,5.654599999999999,-0.8436,-0.779,0.6156,1.0,1.0,-148.0,30.681176833333332,131.0614295,0.0,16248003.883609986,-203.7105619193482,74.80324167267779,360,10.118014734126453
1741376367570,0,2.4794,-8.036,5.654599999999999,-4.0394,1.5884,-1.8734,-1.0,-1.0,-144.0,30.681176833333332,131.0614295,0.0,1378522.8954057095,-205.60218755144177,52.26075583447311,360,10.134062439120848
1741376367617,0,2.4402,-7.8106,5.7623999999999995,-8.6602,-7.4176,2.1204,-1.0,-1.0,-144.0,30.681176833333332,131.0614295,0.0,1378522.8954057095,-205.60218755144177,52.26075583447311,360,10.008261695219606
1741376367683,0,2.989,-8.3496,5.585999999999999,2.6334,19.0912,-45.7064,2.0,2.0,-150.0,30.681176833333332,131.0614295,0.0,1378522.8954057095,-205.01689347810003,52.26075583447311,360,10.46545482623665
1741376367736,0,2.5774,-8.1732,5.585999999999999,-0.1824,-8.8426,-107.3652,2.0,2.0,-150.0,30.681179,131.0614235,0.0,1378523.2759712865,-205.01689347810003,52.26078075353961,360,10.229740221530554
1741376367789,0,2.8615999999999997,-7.7909999999999995,5.4292,-5.9356,-14.0942,-25.4486,4.0,4.0,-148.0,30.681179,131.0614235,0.0,1378523.2759712865,-199.7028576614127,52.26078075353961,360,9.917895351333366
1741376367884,0,4.4883999999999995,-7.301,5.2822,-14.193,-12.2132,-65.2802,6.0,6.0,-144.0,30.681182,131.0614165,0.0,1378523.6877898765,-200.2064185629561,52.26081155357424,360,9.943146839909385
1741376367937,0,4.4883999999999995,-7.301,5.2822,-3.838,-6.384,-61.0052,6.0,6.0,-144.0,30.681182,131.0614165,0.0,1378523.6877898765,-198.79229832348605,52.26081155357424,360,10.067371672884637
1741376367978,0,5.096,-7.2912,5.3606,-2.774,-3.154,-48.4006,5.0,5.0,-146.0,30.681182,131.0614165,0.0,1378523.6877898765,-192.73640020479783,52.26081155357424,360,10.38589648513791
1741376368019,0,5.8898,-6.6052,5.0371999999999995,-2.0862,15.219,-107.7984,5.0,5.0,-146.0,30.681182,131.0614165,0.0,1378523.6877898765,-192.73640020479783,52.26081155357424,360,10.18291681788671
1741376368067,0,5.8898,-6.6052,5.0371999999999995,-0.5624,4.3928,-74.2368,-4.0,-4.0,-147.0,30.681189166666666,131.06140566666667,0.0,1378524.153169144,-187.36474624498265,52.260868454595794,360,10.18291681788671
1741376368186,0,6.3406,-5.4879999999999995,5.1057999999999995,-0.3192,3.895,7.771,-4.0,-4.0,-146.0,30.681189166666666,131.06140566666667,0.0,1378524.153169144,-187.36474624498265,52.260868454595794,360,9.817868709653842
1741376368266,0,6.3111999999999995,-5.3606,5.194,0.114,8.797,55.5142,-7.0,-7.0,-146.0,30.681189166666666,131.06140566666667,0.0,1378524.153169144,-185.86597114172653,52.260868454595794,360,9.958622864633442
1741376368364,0,6.125,-5.7623999999999995,5.194,-1.5276,-1.0678,17.138,-5.0,-5.0,-148.0,30.681189166666666,131.06140566666667,0.0,1378524.153169144,-186.25403274391647,52.260868454595794,360,9.884255903202831
1741376368412,0,5.6644,-6.1739999999999995,5.39,0.2964,-3.9938,4.218,-5.0,-5.0,-148.0,30.6811905,131.06141133333333,0.0,1378523.5634740258,-189.58783302481865,52.26085728565083,360,9.962720680617318
1741376368496,0,5.6937999999999995,-6.223,5.2234,-1.3072,-8.7552,20.4554,-2.0,-2.0,-150.0,30.6811905,131.06141133333333,0.0,1378523.5634740258,-189.46232220802563,52.26085728565083,360,9.92113879552141
1741376368558,0,5.860399999999999,-6.2818,5.1156,-0.1026,-3.0514,0.3534,3.0,3.0,-148.0,30.6811905,131.06141133333333,0.0,1378523.5634740258,-190.33891054294105,52.26085728565083,360,9.998733057742866
