MilliTime,Phase,AccX,AccY,AccZ,GyroX,GyroY,GyroZ,MagX,MagY,MagZ,LAT,LNG,ALT,Distance,Object_Distance,Azimuth,Angle,Direction,Fall
1741379532730,0,5.7722,-7.742,2.6264,-0.0798,-0.4864,-0.9918,-7.0,-7.0,42.0,30.681192833333334,131.061393,0.0,1378525.0184142978,-294.07549825507886,52.26091774128094,360,10.007738695629497
1741379533161,0,5.7623999999999995,-7.742,2.6264,-0.0988,-0.3952,0.5928,-9.0,-9.0,44.0,30.681192166666666,131.0613945,0.0,1378524.93178939,-295.31968691030966,52.260911054171835,360,10.00208951769579
1741379533544,0,5.7526,-7.742,2.6264,-0.722,-0.247,0.4902,-9.0,-9.0,42.0,30.681191833333333,131.06139466666667,0.0,1378524.9398290182,-296.2947900705839,52.26090936255884,360,9.996446754722399
1741379534031,0,5.7623999999999995,-7.742,2.6166,0.418,0.5928,-0.1444,-5.0,-5.0,41.0,30.681192333333332,131.06139633333333,0.0,1378524.7590413284,-294.2539197243166,52.26090647216912,360,9.999520654511395
1741379534437,0,5.7623999999999995,-7.751799999999999,2.6166,-0.6004,-0.5472,0.228,-4.0,-4.0,42.0,30.6811915,131.06139733333333,0.0,1378524.727788339,-294.77514056883194,52.26090059119389,360,10.007110100323668
1741379534825,0,5.7722,-7.742,2.6264,-0.494,0.0988,0.2432,0.0,0.0,41.0,30.681190833333332,131.06139883333333,0.0,1378524.6411634793,-295.48920055628673,52.26089390408228,360,10.007738695629497
1741379535254,0,5.7623999999999995,-7.742,2.6264,0.4674,0.0,-0.3306,-2.0,-2.0,39.0,30.6811905,131.06139933333333,0.0,1378524.6198590833,-294.9047688080952,52.26089126850171,360,10.00208951769579
1741379535655,0,5.7722,-7.742,2.6166,0.3686,0.3116,-0.6346,-3.0,-3.0,39.0,30.6811885,131.06140033333332,0.0,1378524.6680969542,-294.39373938616313,52.26088111882243,360,10.005171282891663
1741379536116,0,5.7722,-7.7322,2.6264,0.1786,-0.095,-0.9842,-13.0,-13.0,43.0,30.681187833333333,131.06140033333332,0.0,1378524.7135202852,-295.0509778164429,52.26087867956374,360,10.000159330730686
1741379536583,0,5.7722,-7.7322,2.6068,0.1444,-0.1444,-0.3496,-4.0,-4.0,42.0,30.681186333333333,131.06140033333332,0.0,1378524.815722789,-295.0168934781,52.26087319123227,360,9.995029560736677
1741379537023,0,5.7623999999999995,-7.742,2.6362,-0.0836,0.3648,-0.4712,-11.0,-11.0,41.0,30.681185666666668,131.06140116666666,0.0,1378524.787786059,-294.49190102823155,52.26086839205493,360,10.004667320805824
1741379537559,0,5.7722,-7.751799999999999,2.6166,-0.6954,-0.4978,0.437,-8.0,-8.0,39.0,30.681184666666667,131.06140333333335,0.0,1378524.6651849158,-294.39373938616313,52.26085859737655,360,10.012756445654713
1741379537969,0,5.7526,-7.7616,2.6264,-0.0684,-0.228,0.1824,-10.0,-10.0,41.0,30.6811835,131.0614055,0.0,1378524.5539396557,-294.2539197243166,52.26084819288203,360,10.011634146331955
1741379538353,0,5.7722,-7.742,2.6166,-0.1482,0.0076,1.0374,-5.0,-5.0,41.0,30.6811835,131.06140616666667,0.0,1378524.4952516183,-293.56539587058194,52.26084630494531,360,10.005171282891663
