MilliTime,Phase,AccX,AccY,AccZ,GyroX,GyroY,GyroZ,MagX,MagY,MagZ,LAT,LNG,ALT,Distance,Object_Distance,Azimuth,Angle,Direction,Fall
1739690207031,2,-10.142999999999999,-0.2254,-0.49,-2.4054,-2.9792,-2.3104,-116.0,-116.0,-274.0,0.0,0.0,0.0,16248029.091454912,0.0,157.05425771040296,74.80324886956095,360,10.157330070446662
1739690207125,2,-10.1528,-0.2352,-0.4704,0.2204,0.076,-0.7676,-112.0,-112.0,-277.0,0.0,0.0,0.0,16248029.091454912,0.0,157.98493415340897,74.80324886956095,-400.0,10.16641249605779
1739690207172,2,-10.1528,-0.2352,-0.49,0.6384,0.4256,-0.2888,-112.0,-112.0,-277.0,0.0,0.0,0.0,16248029.091454912,0.0,157.98493415340897,74.80324886956095,-400.0,10.167338239677088
1739690207271,2,-7.7812,-2.1854,-2.3324,124.5146,124.5146,45.2732,-123.0,-123.0,-267.0,0.0,0.0,0.0,16248029.091454912,0.0,155.26569747094752,74.80324886956095,-400.0,8.017897415158167
1739690207323,2,-7.7812,-2.1854,-2.3324,124.5108,124.5108,96.0298,-123.0,-123.0,-267.0,0.0,0.0,0.0,16248029.091454912,0.0,150.96601330899773,74.80324886956095,-400.0,8.41208275993526
1739690207374,2,-5.8114,-2.4794,-5.723199999999999,124.5108,124.5108,109.9188,-131.0,-131.0,-236.0,0.0,0.0,0.0,16248029.091454912,0.0,150.96601330899773,74.80324886956095,-400.0,8.524952349426945
1739690207436,2,-1.0682,-1.1172,-6.8991999999999996,106.6128,124.5108,94.9962,-131.0,-131.0,-174.0,0.0,0.0,0.0,16248029.091454912,0.0,143.0248760638062,74.80324886956095,-400.0,7.070229679437578
1739690207471,2,-1.0682,-1.1172,-6.7424,50.6654,124.5108,120.4296,-131.0,-131.0,-174.0,0.0,0.0,0.0,16248029.091454912,0.0,143.0248760638062,74.80324886956095,-400.0,7.016977930704927
1739690207570,2,1.1956,0.6467999999999999,-7.1638,-116.394,124.5146,124.5108,-109.0,-109.0,-111.0,0.0,0.0,0.0,16248029.091454912,0.0,135.52085637450196,74.80324886956095,-400.0,7.291628078831229
1739690207611,2,4.0474,1.0094,-7.5851999999999995,-124.5146,124.5146,124.5146,7.0,7.0,-101.0,0.0,0.0,0.0,16248029.091454912,0.0,183.96465472285612,74.80324886956095,-400.0,8.656534766290724
