MilliTime,Phase,AccX,AccY,AccZ,GyroX,GyroY,GyroZ,MagX,MagY,MagZ,LAT,LNG,ALT,Distance,Object_Distance,Azimuth,Angle,Direction,Fall
1739691044820,0,-8.427999999999999,-1.1074,6.272,-43.263,-10.4766,35.3666,-122.0,-122.0,-228.0,0.0,0.0,0.0,16248029.091454912,0.0,151.8493114118251,74.80324886956095,360,10.56387725979434
1739691044930,2,-7.7616,-1.5876,5.978,-41.1008,-12.532399999999999,28.1542,-127.0,-127.0,-238.0,0.0,0.0,0.0,16248029.091454912,0.0,151.91501943601688,74.80324886956095,-400.0,9.924686006116264
1739691045053,2,-8.9278,-1.3818,5.311599999999999,-28.5418,3.6518,40.812,-115.0,-115.0,-241.0,0.0,0.0,0.0,16248029.091454912,0.0,151.91501943601688,74.80324886956095,-400.0,10.479889247506387
1739691045142,2,-8.1732,-0.6859999999999999,5.3018,-56.3084,10.431,28.4582,-105.0,-105.0,-246.0,0.0,0.0,0.0,16248029.091454912,0.0,156.88579201667318,74.80324886956095,-400.0,9.766313402712408
1739691045209,2,-8.2026,-2.0678,6.4483999999999995,-45.049,-3.135,38.4636,-105.0,-105.0,-254.0,0.0,0.0,0.0,16248029.091454912,0.0,157.54049225854368,74.80324886956095,-400.0,10.166686449379661
1739691045284,2,-8.5946,-2.0678,6.4483999999999995,-44.9122,7.8432,37.8062,-97.0,-97.0,-262.0,38.2608655,140.85383833333333,0.0,16248029.091454912,0.0,157.54049225854368,74.80324886956095,-400.0,10.941883227305983
1739691045383,2,-8.7612,-1.47,5.928999999999999,-47.8762,-0.0418,45.5658,-100.0,-100.0,-265.0,38.2608655,140.85383833333333,0.0,81.86865437166952,0.0,159.6839859673557,98.06399610633784,-400.0,10.68047594632374
1739691045418,2,-8.7612,-1.47,5.928999999999999,-51.0454,0.095,45.41,-100.0,-100.0,-265.0,38.2608655,140.85383833333333,0.0,81.86865437166952,0.0,159.32557523912612,98.06399610633784,-400.0,10.68047594632374
1739691045472,2,-8.281,-1.1662,5.6937999999999995,-62.491,-9.1314,45.3644,-100.0,-100.0,-265.0,38.26086466666667,140.85383816666666,0.0,81.86865437166952,0.0,159.32557523912612,98.06399610633784,-400.0,10.117032266430705
1739691045556,2,-8.6632,-1.3034,5.1057999999999995,-75.544,-14.0182,41.1806,-94.0,-94.0,-275.0,38.26086466666667,140.85383816666666,0.0,81.87406548222322,0.0,161.12863909831282,97.9978985086295,-400.0,10.139974331328457
1739691045608,2,-8.3692,-1.3034,5.684,-72.7472,-7.5886,46.7134,-90.0,-90.0,-280.0,38.26086466666667,140.85383816666666,0.0,81.87406548222322,0.0,162.18111108547723,97.9978985086295,-400.0,10.139974331328457
1739691045660,2,-8.3692,-1.4014,5.311599999999999,-76.6042,-5.2022,47.230199999999996,-90.0,-90.0,-280.0,38.26086466666667,140.85383816666666,0.0,81.87406548222322,0.0,162.18111108547723,97.9978985086295,-400.0,10.20050078182439
1739691045700,2,-8.3986,-1.4014,5.311599999999999,-78.4548,-6.3194,44.855199999999996,-77.0,-77.0,-295.0,38.26086466666667,140.85383816666666,0.0,81.87406548222322,0.0,165.37121987377355,97.9978985086295,-400.0,10.035611514999971
1739691045741,2,-8.6142,-1.6268,4.8706,-75.3046,-10.7806,35.2792,-77.0,-77.0,-295.0,38.26086466666667,140.85383816666666,0.0,81.87406548222322,0.0,165.37121987377355,97.9978985086295,-400.0,10.028642193238325
1739691045813,2,-8.379,-1.6954,5.8016,-49.096,11.0352,47.8914,-75.0,-75.0,-304.0,38.26086466666667,140.85383816666666,0.0,81.87406548222322,0.0,166.14127968054515,97.9978985086295,-400.0,10.331533512504327
1739691045870,2,-8.8984,-0.4508,5.723199999999999,-45.9458,14.2728,52.9682,-75.0,-75.0,-304.0,38.26086466666667,140.85383816666666,0.0,81.87406548222322,0.0,166.14127968054515,97.9978985086295,-400.0,10.589606292964815
1739691045952,2,-7.7616,0.245,5.684,-67.7236,6.5208,40.2724,-63.0,-63.0,-307.0,38.26086466666667,140.85383816666666,0.0,81.87406548222322,0.0,168.40323247787194,97.9978985086295,-400.0,9.623425354830784
1739691046003,2,-8.1046,-0.245,6.1936,-63.0762,4.9058,48.5678,-60.0,-60.0,-309.0,38.26086466666667,140.85383816666666,0.0,81.87406548222322,0.0,169.01134890350602,97.9978985086295,-400.0,10.203197886937213
1739691046102,2,-8.7808,-0.833,6.1053999999999995,-60.5302,-2.299,43.8824,-71.0,-71.0,-315.0,38.2608645,140.8538385,0.0,81.83473954323361,0.0,167.29797749587226,97.98864972446177,-400.0,10.955023706044638
1739691046145,2,-8.4476,-0.735,6.1053999999999995,-63.384,-3.2528,39.4136,-71.0,-71.0,-315.0,38.2608645,140.8538385,0.0,81.83473954323361,0.0,167.29797749587226,97.98864972446177,-400.0,10.448831509790939
1739691046244,2,-8.0948,-1.5777999999999999,6.4974,-39.0944,-21.9564,46.569,-62.0,-62.0,-323.0,38.26086466666667,140.85384033333332,0.0,81.83473954323361,0.0,169.13421195909172,97.98864972446177,-400.0,10.499116469493991
1739691046353,2,-7.5362,-1.2348,5.8212,-50.3386,-2.0026,36.0696,-37.0,-37.0,-331.0,38.26086466666667,140.85384033333332,0.0,81.635226200983,0.0,173.6218137109106,98.02145172795207,-400.0,9.60236486080382
1739691046522,2,-7.5754,-1.1172,5.860399999999999,-45.2694,15.2608,35.3856,-39.0,-39.0,-330.0,38.26086466666667,140.85384183333332,0.0,81.4698840507505,0.0,173.65980825409008,98.03783869893594,-400.0,9.642567560561865
1739691046611,2,-8.7122,-1.7346,5.8898,-50.084,0.171,30.2518,-41.0,-41.0,-337.0,38.26086466666667,140.85384183333332,0.0,81.4698840507505,0.0,173.25994390205307,98.03783869893594,-400.0,9.810034962221083
1739691046746,2,-8.4378,-1.274,5.6154,-52.4172,2.9564,37.8898,-43.0,-43.0,-338.0,38.260864833333336,140.85384283333335,0.0,81.3622594967687,0.0,172.7498383542674,98.0617369498137,-400.0,10.368668616558251
1739691046820,2,-8.6828,-0.9506,5.5565999999999995,-65.6336,-0.8664,40.8082,-46.0,-46.0,-329.0,38.260864833333336,140.85384283333335,0.0,81.3622594967687,0.0,172.0406380755514,98.0617369498137,-400.0,10.35231663735224
1739691046936,2,-9.0258,-1.5386,5.585999999999999,-74.5066,-11.9396,40.1926,-44.0,-44.0,-330.0,38.26086516666667,140.85384383333334,0.0,81.25726080508849,0.0,172.40535663140855,98.09865063972842,-400.0,10.725472092173845
1739691046963,2,-8.3006,-1.6366,5.8898,-73.7314,-12.996,38.8474,-44.0,-44.0,-333.0,38.26086516666667,140.85384383333334,0.0,81.25726080508849,0.0,172.47298884022456,98.09865063972842,-400.0,10.308645107869413
1739691047025,2,-7.9967999999999995,-2.0482,5.9681999999999995,-67.3664,-0.0874,37.6276,-44.0,-44.0,-333.0,38.26086516666667,140.85384383333334,0.0,81.25726080508849,0.0,172.47298884022456,98.09865063972842,-400.0,10.186429439209794
